item,description,primary_machine,runs,scorable_runs,units_made,scorable_units,machine_hrs,direct_labor_hrs,direct_labor_usd,expected_hrs,actual_hrs_scorable,efficiency_pct,standard_looks_suspect,overrun_hrs,overrun_usd,actual_units_per_operator_hr,standard_units_per_operator_hr,actual_units_per_machine_hr
45001,Mushroom Adaptogen TB Sampler Box - 6 Count Case - G,Assembly,55,52,4322,4253,286.9,727.8,18965.69,146.0,715.6,20.4,yes,569.6,14843.05,5.94,29.12,15.06
40001,Herbal Tea Sampler Box - 6 Count Case,Assembly,51,50,4527,4435,312.5,547.0,14253.78,152.3,547.0,27.8,yes,394.7,10284.89,8.11,29.12,14.49
43110,ORG Dandelion Dark Roast 10ct/6pk Tea Bag,Maisa 2+3,53,53,20895,20895,299.3,1120.7,29204.92,861.1,1120.7,76.8,,259.6,6765.1,18.64,24.27,69.8
12251,Holiday Tea Bag Sampler Box - 6 Count Case,Assembly,16,16,1820,1820,64.8,269.4,7021.87,62.5,269.4,23.2,yes,207.0,5393.15,6.75,29.12,28.1
10031,Roasted Chicory Root - 1 Lb Bag,WeighRight,33,32,66503,66503,138.1,425.1,11078.89,228.1,412.0,55.4,,183.9,4792.82,161.41,291.55,481.66
43001,Dandelion Tea Sampler Box - 6 Count Case,Assembly,24,24,1534,1534,104.8,203.0,5288.88,52.7,203.0,26.0,yes,150.3,3916.1,7.56,29.12,14.63
10051,ORG Roasted Chicory Root - 1 Lb Bag,WeighRight,24,24,27211,27211,66.9,208.1,5422.56,93.3,208.1,44.9,,114.7,2990.29,130.77,291.55,406.98
45020,ORG Chaga Ashwagandha 10 Ct Tea Bag/6 Count Case,Maisa 2+3,49,49,19566,19566,236.2,905.8,23604.89,806.3,905.8,89.0,,99.5,2592.32,21.6,24.27,82.83
12250,Advent Calendar,Assembly,14,10,566,566,81.6,166.8,4347.85,19.4,114.6,17.0,yes,95.2,2481.0,4.94,29.12,6.93
43110F,Dandelion Dark Roast Dual Language 10ct/6pk Tea Bag,Maisa 2+3,15,15,3177,3177,79.9,218.4,5690.46,130.9,218.4,60.0,,87.4,2278.58,14.55,24.27,39.77
10006A,WWB AMZN Organic Lemon Balm (6 Oz) ,AMS,11,10,10276,8806,54.8,205.3,5350.38,90.7,175.1,51.8,,84.4,2199.68,50.29,97.09,187.66
10101,WWB - ORG Medium Roasted Carob Flour - 1 Lb Bag,AMS,6,6,4176,4176,38.4,126.0,3284.6,43.0,126.0,34.1,yes,83.0,2163.69,33.13,97.09,108.64
10039A,AMZN Roasted French Chicory 2 X 1 Lb Bag,WeighRight,20,20,9648,9648,44.3,145.6,3795.38,66.3,145.6,45.5,,79.4,2068.08,66.25,145.56,217.98
10005A,WWB AMZN Organic Chia (1lb),AMS,10,10,7696,7696,42.9,154.0,4011.94,79.3,154.0,51.5,,74.7,1946.19,49.99,97.09,179.31
10402A,AMZN- WWB-ORG Rama Tulsi - 8 OZ Bag,AMS,10,10,4296,4296,37.8,117.4,3058.66,44.2,117.4,37.7,yes,73.1,1905.54,36.6,97.09,113.56
10104,WWB - ORG Dark Roasted Carob Flour - 1 Lb Bag,AMS,4,4,1364,1364,27.0,80.9,2109.3,14.0,80.9,17.4,yes,66.9,1743.17,16.85,97.09,50.56
45031,ORG Lion's Mane Rhodiola 25 Ct Tea Bag - G,Maisa 1,21,17,5928,5208,89.4,177.0,4611.84,89.4,154.8,57.8,,65.4,1704.03,33.64,58.24,66.3
80089A,AMZN ORG Raspberry Mocha 11OZ Bag/Box of 24 - GA,WeighRight,9,9,4464,4464,31.8,95.3,2483.0,30.7,95.3,32.2,yes,64.6,1683.8,46.85,145.56,140.55
30003,Instant Chicory - 8 Oz Bag,AMS,6,6,3967,3967,43.7,103.9,2708.68,40.9,103.9,39.3,yes,63.1,1643.86,38.17,97.09,90.72
10008,"Org Rooibos, 8 Oz Bag",WeighRight,12,11,6291,6291,39.5,127.4,3321.09,64.8,127.4,50.8,,62.6,1632.47,49.36,97.09,159.39
43311,Dandelion Mocha Mint 25 Count Tea Bag - A,Maisa 1,23,22,8113,8113,85.0,204.5,5328.75,139.3,200.9,69.3,,61.6,1605.55,40.38,58.24,95.41
43081,ORG Dandelion Mocha 25CT Tea Bag - A,Maisa 2+3,11,11,4535,4535,45.9,137.8,3589.76,77.9,137.8,56.5,,59.9,1560.58,32.92,58.24,98.8
10045,AMZN- WWB-ORG Rooibos - 1 Lb Bag,AMS,3,3,1410,1410,18.7,73.4,1913.85,14.5,73.4,19.8,yes,58.9,1535.38,19.2,97.09,75.56
60010,ORG Vanilla Nut 5 Lb Bag - GA,WeighRight,17,17,806,806,28.3,83.4,2174.19,27.7,83.4,33.2,yes,55.8,1452.9,9.66,29.12,28.52
10012,"ORG Lemon Grass, 7 Oz Bag",AMS,6,6,5520,5520,32.8,108.1,2816.3,56.9,108.1,52.6,,51.2,1334.64,51.08,97.09,168.09
10201,WWB - ORG Peppermint Leaf - 4 Oz Bag,AMS,9,9,6045,6045,41.2,113.5,2957.03,62.3,113.5,54.9,,51.2,1334.44,53.27,97.09,146.65
10302A,WWB Organic Cinnamon Powder 1lb - AMZN Label,AMS,7,7,1901,1901,27.2,69.8,1819.25,19.6,69.8,28.0,yes,50.2,1308.99,27.23,97.09,69.99
46011,ORG Dark Chocolate 25 Ct Tea Bag,Maisa 2+3,40,36,25183,24934,129.4,489.9,12767.05,428.1,478.2,89.5,,50.0,1304.13,52.15,58.24,194.55
10044,AMZN- WWB-ORG Hibiscus - 1 Lb Bag,AMS,10,9,3383,3233,21.8,78.1,2035.03,33.3,78.1,42.6,,44.8,1167.23,41.4,97.09,154.9
30013L,ORG Miraculous Mushrooms Cacao 135g Bag,AMS,7,7,3208,3208,22.4,76.4,1990.98,33.0,76.4,43.2,,43.4,1129.9,41.99,97.09,143.09
10013,"ORG Hibisicus, 8 Oz Bag",AMS,22,22,15932,15932,56.7,207.0,5394.94,164.1,207.0,79.3,,42.9,1118.51,76.96,97.09,280.99
TB503,ORG Lion's Mane Rhodiola Loose Tea Bag - G,Maisa 2+3,14,14,146131,146131,43.2,142.9,3725.02,100.8,142.9,70.5,,42.1,1097.38,1022.32,1449.28,3383.45
10401A,AMZN-WWB-ORG Krishna Tulsi- 8OZ Bag,AMS,5,5,2520,2520,25.7,67.8,1768.17,26.0,67.8,38.3,yes,41.9,1091.76,37.14,97.09,97.98
50096,Top Six Packet Sampler pack,Assembly,25,22,3688,3538,122.0,170.3,4437.76,121.5,162.3,74.9,,40.8,1062.86,21.8,29.12,30.23
48003,WWB ORG Lemon Balm 25ct Tea Bag 2.25g,Maisa 1,19,19,12734,12734,85.4,259.3,6757.1,218.6,259.3,84.3,,40.6,1059.27,49.11,58.24,149.16
10061A,AMZN - WWB - ORG Date Sugar - 1 Lb,AMS,5,5,2671,2671,19.9,68.1,1775.47,27.5,68.1,40.4,,40.6,1058.52,39.2,97.09,133.95
10035,Chicory 5 Lb Bag,WeighRight,16,16,4027,4027,25.6,81.2,2114.77,41.5,81.2,51.1,,39.7,1033.85,49.62,97.09,157.55
30005L,ORG GF Dandelion Blend 312g Bag,AMS,4,4,1587,1587,15.2,55.0,1434.6,16.3,55.0,29.7,yes,38.7,1008.62,28.83,97.09,104.41
42099,Teeccino Herbal Tea Holiday Display,Assembly,19,15,96,72,21.0,42.6,1109.63,2.5,39.9,6.2,yes,37.4,975.88,1.8,29.12,4.58
10202,ORG Peppermint 1 Lb Bag,AMS,6,6,1062,1062,18.5,48.0,1249.84,10.9,48.0,22.8,yes,37.0,964.78,22.14,97.09,57.44
80030,ORG Almond Amaretto 11OZ Bag/6 Count Case - GA,WeighRight,12,12,1377,1377,31.0,89.7,2336.8,56.7,89.7,63.3,,32.9,858.0,15.36,24.27,44.43
45030F,Lion's Mane Rhodiola Dual Language 10 cnt TB - G,Maisa 1,21,19,4187,3557,65.2,178.4,4649.36,146.6,178.4,82.2,,31.8,829.39,19.94,24.27,64.21
42011,ORG Pumpkin Spice 25CT Tea Bag - GA,Assembly,11,11,3532,3532,62.9,90.9,2368.59,60.6,90.9,66.7,,30.2,788.2,38.86,58.24,56.13
10001A,Sage 2 Oz Bags AMZN,AMS,6,6,1870,1870,24.4,49.0,1276.42,19.3,49.0,39.3,yes,29.7,774.48,38.18,97.09,76.58
43116,Dandelion DarkRoast Tagless Tea Bag - 50 Ct,Assembly,20,19,5298,5298,108.2,223.7,5828.84,181.9,211.5,86.0,,29.6,771.81,25.04,29.12,48.95
10059A,AMZN ORG French Chicory 2 X 1 Lb Bag,WeighRight,12,12,4968,4968,20.3,63.5,1654.03,34.1,63.5,53.8,,29.3,764.6,78.27,145.56,244.37
30012,Instant Dandelion Blend 100g Bag / 6 Count Case,AMS,4,4,276,276,19.9,46.6,1215.44,17.6,46.6,37.7,yes,29.1,757.56,5.92,15.71,13.87
45030,ORG Lion's Mane Rhodiola 10 Ct Tea Bag/6 Count Case - G,Maisa 1,29,27,9775,9230,122.2,407.3,10615.54,380.4,407.3,93.4,,27.0,703.14,22.66,24.27,79.97
42051,Gingerbread 25CT Tea Bag - GA,Assembly,2,2,480,480,17.6,35.2,917.31,8.2,35.2,23.4,,27.0,702.54,13.64,58.24,27.27
43310,ORG Dandelion Mocha Mint 10CT Tea Bag - A,Maisa 1,20,20,6831,6831,89.6,308.3,8035.08,281.5,308.3,91.3,,26.8,699.05,22.15,24.27,76.23
49020A,Sampler Gift Box (VP/DVP/MVP/PVP),Assembly,8,8,542,542,25.7,44.5,1160.19,18.6,44.5,41.8,,25.9,675.16,12.17,29.12,21.11
80073,ORG Java 11OZ Bag 3PK - GA,WeighRight,11,11,1904,1904,21.8,65.0,1692.86,39.2,65.0,60.4,,25.7,670.72,29.31,48.54,87.26
TGB502,Chaga Ashwaganda Tea Goody Bag,Assembly,22,20,5745,5495,29.4,29.4,766.69,3.8,29.4,12.9,yes,25.6,667.88,186.78,1449.28,195.28
80070,ORG Java 11OZ Bag/6 Count Case - GA,WeighRight,13,13,1460,1460,28.6,85.3,2222.14,60.2,85.3,70.6,,25.1,654.19,17.12,24.27,51.03
40011A,ORG 25 CT Vanilla Nut AMZN - GA,Maisa 2+3,17,17,8304,8304,41.1,167.6,4366.87,142.6,167.6,85.1,,25.0,651.25,49.56,58.24,202.09
80110,ORG French Roast 11OZ Bag/6 Count Case - G,WeighRight,38,35,9237,9237,142.9,428.8,11175.05,380.7,403.8,94.3,,23.1,602.33,22.88,24.27,64.62
45050L,ORG Turkey Tail Astragalus 10-Ct Tea Bag - G,Assembly,5,5,1888,1888,25.5,35.9,936.08,13.0,35.9,36.1,yes,22.9,598.06,52.56,145.56,74.13
10017,ORG Lemon Balm (+8) 1LB Bag - 7-9523910017,AMS,2,2,1008,1008,9.1,33.2,865.71,10.4,33.2,31.3,,22.8,595.15,30.34,97.09,111.01
48004,WWB ORG French Chicory 25ct Tea Bag,Maisa 1,15,15,4168,4168,31.4,94.3,2456.42,71.6,94.3,75.9,,22.7,591.44,44.22,58.24,132.65
83083,DO NOT MAKE ORG Dandelion Mocha 10OZ Bag 3PK  - A,Assembly,2,2,240,240,13.3,27.6,719.26,4.9,27.6,17.9,,22.7,590.42,8.7,48.54,18.06
40097,Teecino Tea Bag 12 Flavor Sampler,Assembly,20,19,2081,2081,77.2,101.4,2642.74,71.5,93.4,76.5,,21.9,571.98,22.28,29.12,26.95
50097,Teeccino 30g Packet 10 Flavor Sampler,Assembly,25,23,2140,2140,81.6,97.0,2528.6,73.5,93.0,79.0,,19.5,507.71,23.02,29.12,26.22
43011,ORG Dandelion Vanilla Nut 25CT Tea Bag - A,Maisa 1,11,10,2366,2366,26.0,63.8,1661.59,40.6,59.4,68.4,,18.8,489.56,39.82,58.24,91.0
40111,ORG French Roast 25CT Tea Bag - G,Maisa 1,23,23,14824,14824,87.9,272.6,7104.48,254.5,272.6,93.4,,18.1,471.48,54.38,58.24,168.57
